Recommended taxon name,Recommended taxon version,Reporting category,Designation,Designation abbreviation
Epuraea (Epuraea) terminalis,NHMSYS0020152109,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Epuraea (Epuraea) terminalis,NHMSYS0020152109,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Epuraea (Epuraea) thoracica,NHMSYS0020152110,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Epuraea (Epuraea) variegata,NHMSYS0020152112,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Insufficiently known,RedList_GB_Pre94-Insu
Erichsonius signaticornis,NBNSYS0000023434,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Erichsonius ytenensis,NBNSYS0000023435,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Ernobius abietis,NHMSYS0001718094,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Ernobius angusticollis,NBNSYS0000024311,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Ernobius gallicus,NHMSYS0021179398,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Ernobius gigas,NBNSYS0000024312,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Ernobius mollis,NBNSYS0000024313,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Ernobius nigrinus,NBNSYS0000024314,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Ernobius nigrinus,NBNSYS0000024314,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Ernobius pini,NBNSYS0000024315,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Ernoporicus caucasicus,NHMSYS0020152132,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Ernoporicus fagi,NHMSYS0020152133,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Ernoporus tiliae,NBNSYS0000025569,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Erotides cosnardi,NHMSYS0021008107,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Erotides cosnardi,NHMSYS0021008107,Red listing based on 2001 IUCN guidelines,Endangered,RedList_GB_post2001-EN
Erotides cosnardi,NHMSYS0021008107,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Ethelcus verrucatus,NHMSYS0020152140,Red Listing based on pre 1994 IUCN guidelines,Rare,RedList_GB_Pre94-R
Eubria palustris,NBNSYS0000024201,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Eubrychius velutus,NBNSYS0000025410,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Eubrychius velutus,NBNSYS0000025410,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Eucnemis capucina,NBNSYS0000010986,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Euconnus (Cladoconnus) denticornis,NHMSYS0001718121,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Euconnus (Napochus) pragensis,NHMSYS0001718128,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Euconnus (Neonapochus) maeklinii,NHMSYS0001718130,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Eudectus whitei,NBNSYS0000023172,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Euglenes oculatus,NHMSYS0020152143,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Euglenes oculatus,NHMSYS0020152143,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Euglenes oculatus,NHMSYS0020152143,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Euheptaulacus sus,NBNSYS0000011509,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Euheptaulacus sus,NBNSYS0000011509,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_GB_post2001-VU
Euheptaulacus villosus,NHMSYS0001718137,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Euheptaulacus villosus,NHMSYS0001718137,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Euheptaulacus villosus,NHMSYS0001718137,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Eulagius filicornis,NHMSYS0020152146,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Euplectus bescidicus,NBNSYS0000024110,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Insufficiently known,RedList_GB_Pre94-Insu
Euplectus bonvouloiri subsp. rosae,NBNSYS0000024111,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Euplectus brunneus,NBNSYS0000024112,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Euplectus decipiens,NBNSYS0000024113,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Euplectus duponti,NHMSYS0001718152,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Euplectus kirbii,NHMSYS0001718153,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Euplectus mutator,NHMSYS0001718155,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Euplectus nanus,NBNSYS0000024119,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Euplectus punctatus,NBNSYS0000024121,Red Listing based on pre 1994 IUCN guidelines,Rare,RedList_GB_Pre94-R
Euplectus punctatus,NBNSYS0000024121,Red Listing based on pre 1994 IUCN guidelines,Rare,RedList_GB_Pre94-R
Euplectus tholini,NHMSYS0001718160,Red Listing based on pre 1994 IUCN guidelines,Rare,RedList_GB_Pre94-R
Eurynebria complanata,NHMSYS0001718164,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Eurynebria complanata,NHMSYS0001718164,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Eurynebria complanata,NHMSYS0001718164,Red listing based on 2001 IUCN guidelines,Endangered,RedList_GB_post2001-EN
Euryporus picipes,NBNSYS0000023538,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Insufficiently known,RedList_GB_Pre94-Insu
Euryptilium saxonicum,NBNSYS0000022890,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Euryusa optabilis,NBNSYS0000023728,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Euryusa sinuata,NBNSYS0000023729,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Eusphalerum sorbicola,NBNSYS0000023133,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Eutheia formicetorum,NBNSYS0000023056,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Eutheia linearis,NBNSYS0000023057,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Eutheia plicata,NBNSYS0000023058,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Insufficiently known,RedList_GB_Pre94-Insu
Eutheia schaumii,NBNSYS0000147264,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Eutheia scydmaenoides,NBNSYS0000023060,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Exapion (Exapion) difficile,NHMSYS0020152162,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Exapion (Exapion) genistae,NHMSYS0020152164,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Exapion (Exapion) genistae,NHMSYS0020152164,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Exapion (Exapion) genistae,NHMSYS0020152164,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Exochomus nigromaculatus,NBNSYS0000008311,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Falagria sulcatula,NBNSYS0000023746,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Fleutiauxellus maritimus,NBNSYS0000010928,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Gabrius astutoides,NHMSYS0001718195,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Gabrius bishopi,NBNSYS0000023494,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Gabrius exiguus,NHMSYS0001718199,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Indeterminate,RedList_GB_Pre94-Inde
Gabrius keysianus,NBNSYS0000023496,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Gabrius osseticus,NBNSYS0000023498,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Gabrius velox,NBNSYS0000023505,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Galeruca interrupta,NBNSYS0000011197,Red Listing based on pre 1994 IUCN guidelines,Endangered,RedList_GB_Pre94-EN
Galeruca laticollis,NHMSYS0001744232,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Galeruca laticollis,NHMSYS0001744232,Red listing based on 2001 IUCN guidelines,Critically Endangered,RedList_GB_post2001-CR
Galeruca tanaceti,NBNSYS0000011198,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Galerucella calmariensis,NBNSYS0000011189,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Galerucella lineola,NHMSYS0020152175,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Galerucella nymphaeae,NBNSYS0000011192,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Galerucella pusilla,NBNSYS0000011193,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Galerucella sagittariae,NBNSYS0000011194,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Galerucella tenella,NBNSYS0000011195,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gastrallus immarginatus,NHMSYS0001718207,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Gastrallus immarginatus,NHMSYS0001718207,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gastrallus knizeki,NHMSYS0021179404,Red listing based on 2001 IUCN guidelines,Data Deficient,RedList_GB_post2001-DD
Gastrophysa polygoni,NBNSYS0000011166,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gastrophysa viridula,NHMSYS0020152181,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Geodromicus longipes,NBNSYS0000023124,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Georissus crenulatus,NBNSYS0000007648,Rare and scarce species (not based on IUCN criteria),Nationally Scarce. Excludes Red Listed taxa,NS-excludes
Geotrupes mutator,NBNSYS0000011457,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Geotrupes mutator,NBNSYS0000011457,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Geotrupes mutator,NBNSYS0000011457,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Geotrupes spiniger,NBNSYS0000011459,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Geotrupes stercorarius,NBNSYS0000011460,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gibbium aequinoctiale,NBNSYS0000040765,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Gibbium psylloides,NHMSYS0001718228,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Glaphyra umbellatarum,NHMSYS0020152185,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Globicornis nigripes,NHMSYS0001718231,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Globicornis nigripes,NHMSYS0001718231,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_GB_post2001-VU
Glocianus moelleri,NHMSYS0020152198,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Insufficiently known,RedList_GB_Pre94-Insu
Glocianus pilosellus,NHMSYS0020152199,Red Listing based on pre 1994 IUCN guidelines,Vulnerable,RedList_GB_Pre94-VU
Glocianus punctiger,NHMSYS0021125654,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Gnathoncus buyssoni,NBNSYS0000022825,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Gnathoncus buyssoni,NBNSYS0000022825,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gnathoncus buyssoni,NBNSYS0000022825,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Gnathoncus communis,NHMSYS0001718236,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gnathoncus nannetensis,NBNSYS0000022826,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gnathoncus rotundatus,NHMSYS0001718238,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gnatocerus cornutus,NHMSYS0020152204,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Gnatocerus maxillosus,NHMSYS0020152205,Red listing based on 2001 IUCN guidelines,Not Evaluated,RedList_GB_post2001-NE
Gnorimus nobilis,NBNSYS0000011549,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Gnorimus nobilis,NBNSYS0000011549,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Gnorimus nobilis,NBNSYS0000011549,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Gnorimus nobilis,NBNSYS0000011549,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_GB_post2001-VU
Gnorimus variabilis,NBNSYS0000011550,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Gnorimus variabilis,NBNSYS0000011550,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Gnorimus variabilis,NBNSYS0000011550,Red listing based on 2001 IUCN guidelines,Endangered,RedList_GB_post2001-EN
Gnorimus variabilis,NBNSYS0000011550,"Nationally Scarce, Nationally Rare and Other Species",Nationally Rare. Includes Red Listed taxa,NR-includes
Gnypeta caerulea,NHMSYS0001718242,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Gnypeta ripicola,NBNSYS0000023760,Rare and scarce species (not based on IUCN criteria),Nationally Notable,Notable
Gonioctena decemnotata,NHMSYS0001744233,Rare and scarce species (not based on IUCN criteria),Nationally Notable B,Notable-B
Gonioctena decemnotata,NHMSYS0001744233,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gonioctena decemnotata,NHMSYS0001744233,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Gonioctena olivacea,NHMSYS0020152208,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gonioctena pallida,NHMSYS0020152209,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gonioctena viminalis,NHMSYS0001744234,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gonioctena viminalis,NHMSYS0001744234,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Gonodera luperus,NBNSYS0000024859,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Gonodera luperus,NBNSYS0000024859,"Nationally Scarce, Nationally Rare and Other Species",Nationally Scarce. Includes Red Listed taxa,NS-includes
Gracilia minuta,NHMSYS0020152213,Red Listing based on pre 1994 IUCN guidelines,Vulnerable,RedList_GB_Pre94-VU
Grammoptera abdominalis,MM0001Z1V30791ZB,Rare and scarce species (not based on IUCN criteria),Nationally Notable A,Notable-A
Grammoptera ustulata,NBNSYS0000011009,Red Listing based on pre 1994 IUCN guidelines,Rare,RedList_GB_Pre94-R
Graphoderus bilineatus,NHMSYS0001718247,Bern Convention,Appendix 2,Bern-A2
Graphoderus bilineatus,NHMSYS0001718247,Global Red list status,Vulnerable,RedList_Global_post94-VU
Graphoderus bilineatus,NHMSYS0001718247,Red listing based on 2001 IUCN guidelines,Regionally Extinct,RedList_GB_post2001-RE
Graphoderus cinereus,NBNSYS0000007623,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_GB_post2001-VU
Graphoderus zonatus,NBNSYS0000007624,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Graphoderus zonatus,NBNSYS0000007624,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Graphoderus zonatus,NBNSYS0000007624,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Graphoderus zonatus,NBNSYS0000007624,Wildlife and Countryside Act 1981,Schedule 5 Section 9.2,WACA-Sch5_sect9.2
